concept_sportsteam_arizona_diamond_backs	Arizona Diamond Backs
concept_person_danny	Danny
concept_drug_symmetrel	Symmetrel
concept_room_business_center	Business Center
concept_visualizablescene_saint_helena	Saint Helena
concept_company_markit	Markit
concept_politicianus_john_dooley	John Dooley
concept_university_azusa_pacific_university	Azusa Pacific University
concept_academicfield_astronautics	Astronautics
concept_politicianus_rich_rodriguez	Rich Rodriguez
concept_book_all_creatures_great_and_small	All Creatures Great And Small
concept_personeurope_james_herriot	James Herriot
concept_athlete_mark_prior	Mark Prior
concept_disease_liver_abscess	Liver Abscess
concept_sportsgame_more_seasons	More Seasons
concept_book_i_know_why_the_caged_bird_sings	I Know Why The Caged Bird Sings
concept_writer_maya_angelou	Maya Angelou
concept_bird_hen	Hen
concept_televisionstation_wxxv_tv	Wxxv TV
concept_company_ap_	Ap
concept_academicfield_neuroscience	Neuroscience
concept_televisionstation_kbme_tv	Kbme TV
concept_organization_penske_racing	Penske Racing
concept_coach_mike_holmgren	Mike Holmgren
concept_musicartist_liberty_x	Liberty X
concept_emotion_capacity	Capacity
concept_book_a_perfect_grave	A Perfect Grave
concept_writer_rick_mofina	Rick Mofina
concept_musicinstrument_dancer	Dancer
concept_agriculturalproduct_flavors	Flavors
concept_stateorprovince_missour	Missour
33.2040400000000,-3.9701320000000	33.2040400000000,-3.9701320000000
concept_river_prims	Prims
49.3333300000000,6.7333300000000	49.3333300000000,6.7333300000000
concept_room_second_master_suite	Second Master Suite
concept_city_cleburne	Cleburne
concept_buildingfeature_shipping	Shipping
concept_person_greg_brown	Greg Brown
concept_drug_eulexin	Eulexin
concept_geopoliticallocation_west_bank	West Bank
concept_city_lincroft	Lincroft
concept_programminglanguage_beta	Beta
concept_academicfield_traditions	Traditions
concept_televisionstation_wmht	Wmht
concept_personmexico_selena_gomez	Selena Gomez
concept_sportsteam_john_hopkins_university	John Hopkins University
concept_bakedgood_wedding_cake	Wedding Cake
concept_company_finnair	Finnair
concept_movie_clockwork_orange	Clockwork Orange
concept_ceo_andrew_liveris	Andrew Liveris
concept_musicinstrument_stuff	Stuff
concept_food_caterpillars	Caterpillars
concept_city_mystic	Mystic
concept_city_oak_ridge	Oak Ridge
concept_currency_tels	Tels
30.0500000000000,-7.9300000000000	30.0500000000000,-7.9300000000000
concept_personus_kazuo_ishiguro	Kazuo Ishiguro
concept_book_a_pale_view_of_hills	A Pale View Of Hills
concept_city_midtown_manhattan	Midtown Manhattan
concept_officebuildingroom_large_bedrooms	Large Bedrooms
concept_city_colombo_colombo	Colombo Colombo
concept_bathroomitem_w_c	W C
concept_museum_gracie_mansion	Gracie Mansion
concept_geopoliticallocation_iraq	Iraq
concept_celltype_incorporation	Incorporation
concept_animal_penguin	Penguin
concept_sportsgame_tv	TV
concept_airport_dubai	Dubai
concept_athlete_david_carr	David Carr
concept_automobilemaker_catalog	Catalog
concept_artery_ductus_arteriosus	Ductus Arteriosus
concept_politicianus_glenn	Glenn
concept_stateorprovince_education	Education
concept_disease_adhd	Adhd
concept_river_holston	Holston
concept_writer_alison_bechdel	Alison Bechdel
concept_person_fun_home	Fun Home
concept_lake_lake_hiawatha	Lake Hiawatha
concept_city_four_lakes	Four Lakes
concept_book_springboard	Springboard
concept_vein_gastrointestinal_tract	Gastrointestinal Tract
concept_insect_houseflies	Houseflies
concept_sportsteam_long_beach_state_49ers	Long Beach State 49Ers
concept_televisionstation_koln	Koln
concept_skiarea_palisades_reservoir	Palisades Reservoir
concept_mammal_marmots	Marmots
concept_televisionstation_wsfl_tv	Wsfl TV
concept_room_modern_kitchen	Modern Kitchen
concept_person_mahmud_issa	Mahmud Issa
concept_jobposition_activist	Activist
concept_food_valuable_nectar	Valuable Nectar
concept_geopoliticallocation_british_isles	British Isles
concept_personeurope_kim_stanley_robinson	Kim Stanley Robinson
concept_book_the_years_of_rice_and_salt	The Years Of Rice And Salt
concept_book_the_adventures_of_robin_hood	The Adventures Of Robin Hood
concept_person_matta	Matta
concept_sportsteam_troy_state_trojans	Troy State Trojans
concept_shoppingmall_maremagnum	Maremagnum
41.3751700000000,2.1827600000000	41.3751700000000,2.1827600000000
concept_hotel_riviera	Riviera
concept_recordlabel_music	Music
concept_sportsteam_montreal_expos	Montreal Expos
concept_hotel_hotel_room	Hotel Room
concept_country_third_world_countries	Third World Countries
concept_hospital_bamc	Bamc
35.0808300000000,70.3575000000000	35.0808300000000,70.3575000000000
concept_beverage_hot_coffee	Hot Coffee
concept_book_jacob_s_room	Jacob S Room
concept_mountain_sangre_de_cristo_mountains	Sangre De Cristo Mountains
concept_musician_eminem	Eminem
concept_city_john	John
concept_visualizablething_oxygen	Oxygen
concept_governmentorganization_u__s__department	US Department
concept_movie_wall_street	Wall Street
concept_geopoliticalorganization_brea	Brea
concept_automobilemodel_explorer_sport_trac	Explorer Sport Trac
concept_website_bureau	Bureau
concept_journalist_eric_dash	Eric Dash
concept_visualartist_miro	Miro
concept_ceo_kevin_w__sharer	Kevin W Sharer
concept_retailstore_amgen	Amgen
concept_athlete_marco_antonio_barrera	Marco Antonio Barrera
concept_automobilemodel_aerostar	Aerostar
concept_company_air_tahiti	Air Tahiti
concept_city_papeete	Papeete
concept_movie_risky_business	Risky Business
concept_eventoutcome_more_contact	More Contact
concept_officebuildingroom_master_bedrooms	Master Bedrooms
concept_nonprofitorganization_investigations	Investigations
concept_island_ponte_vedra	Ponte Vedra
concept_braintissue_hair_cells	Hair Cells
concept_drug_ferriprox	Ferriprox
concept_biotechcompany_apotex_inc	Apotex Inc
concept_city_palo_cedro	Palo Cedro
concept_agriculturalproduct_arugula	Arugula
concept_wine_cabernet_franc_	Cabernet Franc
concept_wine_skaftafell	Skaftafell
64.0916700000000,-17.0000000000000	64.0916700000000,-17.0000000000000
concept_celebrity_sarah_mclachlan	Sarah Mclachlan
concept_chemical_oceans	Oceans
concept_agriculturalproduct_cherry	Cherry
concept_company_boehringer_ingelheim	Boehringer Ingelheim
concept_scientist_robert_james_waller	Robert James Waller
concept_book_the_bridges_of_madison_county	The Bridges Of Madison County
concept_building_the_metropolitan	The Metropolitan
concept_televisionstation_whtv	Whtv
concept_athlete_deshawn_stevenson	Deshawn Stevenson
concept_hotel_le_parker_meridien	Le Parker Meridien
concept_personcanada_rupert_friend	Rupert Friend
concept_celebrity_keira_knightley	Keira Knightley
concept_book_cujo	Cujo
concept_mlmetric_n13_6	N13 6
40.6166700000000,-96.1402900000000	40.6166700000000,-96.1402900000000
concept_mountain_backbone_rock	Backbone Rock
36.7022033333333,-82.2627433333333	36.7022033333333,-82.2627433333333
concept_river_penobscot	Penobscot
concept_sportsteam_northern_kentucky_university_norse	Northern Kentucky University Norse
concept_clothing_striped_shirts	Striped Shirts
concept_religion_congregation	Congregation
concept_transportation_express	Express
concept_coach_wade_phillips	Wade Phillips
concept_county_humboldt_state_college	Humboldt State College
41.0587400000000,-124.1470100000000	41.0587400000000,-124.1470100000000
concept_reptile_killdeer	Killdeer
concept_retailstore_border	Border
concept_profession_school_psychologists	School Psychologists
concept_coach_jabar_gaffney	Jabar Gaffney
concept_hallwayitem_tower	Tower
concept_athlete_lawrence_taylor	Lawrence Taylor
concept_company_erie_insurance_group	Erie Insurance Group
concept_arthropod_crop_pests	Crop Pests
concept_city_elko	Elko
concept_radiostation_knhm	Knhm
concept_radiostation_wrc_tv	Wrc TV
concept_sportsequipment_cart	Cart
concept_website_april_2006	April 2006
concept_company_amd	Amd
concept_biotechcompany_advanced_micro_devices	Advanced Micro Devices
concept_visualartist_bruegel	Bruegel
concept_monument_eiffel_tower	Eiffel Tower
concept_person_tony_blair001	Tony Blair001
concept_sportsteam_houston_dynamo	Houston Dynamo
concept_sportsteam_revolution	Revolution
concept_attraction_newlands	Newlands
concept_stateorprovince_new_brunswick	New Brunswick
concept_building_venetian_resort	Venetian Resort
concept_geometricshape_addition	Addition
concept_sportsteam_central_washington_university	Central Washington University
concept_trainstation_stronghold	Stronghold
concept_officebuildingroom_one_bedroom_apartments	One Bedroom Apartments
concept_stateorprovince_new_york_state	New York State
concept_person_christina	Christina
concept_city_mountain_view	Mountain View
concept_animal_sugar_gliders	Sugar Gliders
concept_comedian_vice_president_dick_cheney	Vice President Dick Cheney
concept_ceo_d__scott_davis	D Scott Davis
concept_personeurope_laura_s	Laura S
concept_city_district	District
concept_jobposition_consultant	Consultant
concept_visualizablething_en_suite	En Suite
concept_everypromotedthing_gaggle	Gaggle
concept_bird_goose	Goose
concept_city_jakarta	Jakarta
concept_mammal_equines	Equines
concept_automobilemaker_strategies	Strategies
concept_person_daisy	Daisy
concept_ceo_service_subscribe	Service Subscribe
concept_arthropod_opossums	Opossums
concept_software_quicken	Quicken
concept_condiment_goat_cheese	Goat Cheese
concept_person_al_hubbard	Al Hubbard
concept_person_allan_hubbard	Allan Hubbard
concept_lake_clarkesville	Clarkesville
concept_book_treasure_island	Treasure Island
concept_writer_robert_lewis_stevenson	Robert Lewis Stevenson
concept_crimeorcharge_sentencing	Sentencing
concept_sportsteam_ashland_eagles	Ashland Eagles
concept_female_kimora_lee_simmons	Kimora Lee Simmons
concept_person_ming_lee	Ming Lee
concept_braintissue_neurology	Neurology
concept_coach_colorado_avalanche	Colorado Avalanche
concept_museum_bargello	Bargello
43.7701900000000,11.2617700000000	43.7701900000000,11.2617700000000
concept_city_saint_george	Saint George
concept_visualizablething_grenada	Grenada
concept_journalist_nick_fierro	Nick Fierro
concept_newspaper_express_times	Express Times
concept_athlete_mike_cameron	Mike Cameron
concept_aquarium_plants_to_put_in_saltwater_aquarium	Plants To Put In Saltwater Aquarium
concept_male_ideas	Ideas
concept_amphibian_native_species	Native Species
concept_mountain_banff	Banff
concept_personmexico_josh_willingham	Josh Willingham
concept_coach_mark_mulder	Mark Mulder
concept_agriculturalproduct_clover	Clover
concept_university_chattanooga_state	Chattanooga State
35.1009100000000,-85.2381500000000	35.1009100000000,-85.2381500000000
concept_athlete_rich_gannon	Rich Gannon
concept_weapon_nunchucks	Nunchucks
concept_televisionstation_msnbc	Msnbc
concept_mlauthor_web_search	Web Search
concept_disease_candida	Candida
concept_chemical_liquid	Liquid
concept_athlete_travis_zajac	Travis Zajac
concept_fish_rainbow_trout	Rainbow Trout
concept_fish_salmonids	Salmonids
concept_televisionstation_wahu_ca	Wahu Ca
concept_jobposition_member	Member
concept_arthropod_insect_predators	Insect Predators
concept_academicfield_legal_studies	Legal Studies
concept_musician_kurt_cobain	Kurt Cobain
concept_animal_brown_bears	Brown Bears
concept_writer_karen_hughes	Karen Hughes
concept_jobposition_under_secretary_of_state	Under Secretary Of State
concept_athlete_brian_rogers	Brian Rogers
concept_city_woodland	Woodland
concept_city_atherton	Atherton
concept_personeurope_hg_wells	Hg Wells
concept_insect_mayfly	Mayfly
concept_hotel_j_w__marriott	J W Marriott
concept_insect_mayflies	Mayflies
concept_automobilemaker_rover	Rover
concept_televisionstation_kozk	Kozk
concept_city_mcminnville	Mcminnville
concept_journalist_tony_massarotti	Tony Massarotti
concept_buildingfeature_shutters	Shutters
concept_buildingmaterial_oak	Oak
concept_person_gabriel_aubry	Gabriel Aubry
concept_person_halle_berry	Halle Berry
concept_city_live_oak	Live Oak
concept_software_act	Act
concept_monument_swayambhunath	Swayambhunath
concept_sportsteam_central_missouri_state_jennies	Central Missouri State Jennies
concept_river_olentangy	Olentangy
concept_profession_nursing_assistants	Nursing Assistants
concept_person_david_sickey	David Sickey
concept_jobposition_vice_chairman	Vice Chairman
concept_person_cathy	Cathy
concept_sportsgame_more_days	More Days
concept_profession_counsellors	Counsellors
concept_personeurope_bryan_singer	Bryan Singer
concept_movie_superman_returns	Superman Returns
concept_city_cortland	Cortland
concept_televisionstation_kutv	Kutv
concept_kitchenitem_bowl	Bowl
concept_city_astoria	Astoria
concept_river_lower_columbia	Lower Columbia
concept_airport_esenboga	Esenboga
concept_city_ankara	Ankara
concept_musicalbum_family	Family
concept_language_bantu	Bantu
concept_city_bay_minette	Bay Minette
concept_bank_booz	Booz
concept_sportsteam_urbana_champaign	Urbana Champaign
concept_clothing_work_shirt	Work Shirt
concept_city_lyons	Lyons
concept_river_rhone	Rhone
concept_sportsteam_southern_illinois	Southern Illinois
concept_clothing_flip_flops	Flip Flops
concept_protein_piwi	Piwi
-7.3500000000000,146.0500000000000	-7.3500000000000,146.0500000000000
concept_sportsequipment_jersey	Jersey
concept_physicalcharacteristic_possibility	Possibility
concept_coach_byron_scott	Byron Scott
concept_mammal_tail_deer	Tail Deer
concept_visualizablescene_dalston	Dalston
concept_currency_euros	Euros
concept_writer_dmitry_glukhovsky	Dmitry Glukhovsky
concept_videogame_metro_2033	Metro 2033
concept_person_don_wildmon	Don Wildmon
concept_trainstation_afa	Afa
concept_televisionstation_ktca_tv	Ktca TV
concept_company_fanfare	Fanfare
concept_nonprofitorganization_kosciuszko_foundation	Kosciuszko Foundation
40.7675000000000,-73.9688900000000	40.7675000000000,-73.9688900000000
concept_automobilemaker_pontiac	Pontiac
concept_vehicle_grand_ville	Grand Ville
concept_journalist_david_savage	David Savage
concept_musician_roger_waters	Roger Waters
concept_bakedgood_dinner	Dinner
concept_visualizablething_downtown_sacramento	Downtown Sacramento
38.5843000000000,-121.4644000000000	38.5843000000000,-121.4644000000000
concept_book_adventures_of_huckleberry_finn	Adventures Of Huckleberry Finn
concept_musicartist_offspring	Offspring
concept_university_city_college	City College
concept_weapon_double_sword	Double Sword
concept_biotechcompany_infection	Infection
concept_drug_truvada	Truvada
concept_biotechcompany_gilead	Gilead
concept_book_impact	Impact
concept_sportsgame_regular_season	Regular Season
concept_scientist_nicolo_machiavelli	Nicolo Machiavelli
concept_book_the_prince	The Prince
concept_personeurope_sam_allardyce	Sam Allardyce
concept_city_protest	Protest
concept_city_bellaire	Bellaire
concept_chef_john_edward_gray	John Edward Gray
concept_athlete_jake_westbrook	Jake Westbrook
concept_politician_eisenhower	Eisenhower
concept_building_columbia_university001	Columbia University001
concept_city_denia	Denia
concept_sportsgame_n1968_world_series	N1968 World Series
